State,County,Urban_Percentage,Total_Population,Housing_Units,Median_Family_Income,Population_Half_Percent,Low_Income_Half_Percent,Vehicle_Half_Percent,Population_1_Percent,Low_Income_1_Percent,Vehicle_1_Percent,"Grocery stores, 2016","Convenience stores, 2016","Fast-food restaurants, 2016","Farmers' markets, 2018",Obese,Obese Low Income,Veggie,Veggie Low Income,Fruit ,Fruit Low Income,Fast Food,Fast Food Low Income,Soda ,Soda Low Income
CA,Alameda,98.33333333333331,1510271.0,545138.0,112924.3904494382,43.81763272949027,8.587200575260995,0.9970396041505134,8.869335370936739,1.176874878746927,0.1234877713999672,372.0,330.0,1293.0,34.0,25.96,35.65,64.17,56.45,61.03,62.0,57.01,61.35,5.92,9.83
CA,Alpine,0.0,1175.0,497.0,82813.0,100.0,35.57446808510638,2.553191489361702,100.0,35.57446808510638,2.553191489361702,0.0,0.0,0.0,0.0,28.71,34.18,60.04,52.53,52.28,55.99,54.0,54.74,7.02,16.76
CA,Amador,0.0,38091.0,14569.0,74668.22222222222,86.6530151479352,21.8424299703342,1.7143157176235857,67.58026830484891,16.702108109527185,1.20500905725762,13.0,12.0,21.0,4.0,28.71,34.18,60.04,52.53,52.28,55.99,54.0,54.74,7.02,16.76
CA,Butte,74.50980392156863,220000.0,87618.0,65078.2,73.60272727272728,28.130454545454548,1.791818181818182,41.06363636363636,13.905,0.7890909090909091,45.0,74.0,158.0,8.0,26.67,37.5,60.91,50.94,53.07,51.65,61.37,63.28,7.88,18.46
CA,Calaveras,20.0,45578.0,18886.0,74943.44444444444,87.40181666593531,27.18855588222388,0.8205713282724122,71.2470928956953,22.534994953705738,0.6406599675281934,11.0,23.0,30.0,3.0,28.71,34.18,60.04,52.53,52.28,55.99,54.0,54.74,7.02,16.76
CA,Colusa,40.0,21419.0,7056.0,63739.4,71.25916242588356,24.13277930809095,1.1531817545170175,47.093701853494565,14.963350296465755,0.7470003268126431,10.0,11.0,8.0,2.0,37.75,68.71,63.27,60.92,47.76,43.27,62.7,63.96,16.9,19.72
CA,Contra Costa,97.58454106280192,1049025.0,375364.0,116054.28985507246,62.04351659874645,11.32260908939253,0.9526941683944616,24.472248039846527,3.117752198470008,0.2740640118205,200.0,223.0,701.0,25.0,28.77,31.92,68.84,60.25,58.95,57.01,60.27,65.69,8.32,8.49
CA,Del Norte,57.14285714285714,28610.0,9907.0,51539.857142857145,87.90632645927997,38.469066759874174,2.499126179657462,66.25305837119888,26.955609926599088,1.3736455784690669,6.0,4.0,10.0,1.0,22.01,28.25,66.46,63.75,57.54,70.27,55.68,48.93,16.17,14.58
CA,El Dorado,47.61904761904761,181058.0,70223.0,97864.07142857143,87.06547073313524,17.983740017011122,1.1924355731312617,66.60186238663853,12.988655568933712,0.7400943344121773,32.0,58.0,110.0,10.0,23.31,20.72,63.44,47.49,57.89,49.54,57.5,62.37,5.32,15.75
CA,Fresno,85.42713567839196,930450.0,289391.0,61192.30456852792,59.930678703852976,26.36143801386426,1.2646568864527916,23.25433929818905,9.198237412004945,0.2766403353216186,257.0,305.0,634.0,15.0,38.48,46.08,53.16,45.4,47.4,46.41,71.46,65.7,18.67,26.6
CA,Glenn,50.0,28122.0,9800.0,58636.0,75.78763957044306,32.881729606713606,1.244577199345708,44.65187397766873,17.59476566389304,0.7503022544626983,8.0,16.0,15.0,3.0,37.75,39.15,63.27,60.92,47.76,43.27,62.7,63.96,16.9,19.72
CA,Humboldt,53.333333333333336,134623.0,56031.0,60769.16666666666,65.35213150798897,25.740029564041805,1.487115871730685,37.167497381576695,14.472266997467,0.7688136499706588,48.0,38.0,97.0,14.0,28.29,33.19,70.8,65.42,51.86,44.07,40.95,49.84,8.52,11.77
CA,Imperial,64.51612903225806,174528.0,49126.0,53697.93333333333,65.72183259992666,31.855633480014667,1.2072561422808947,28.87387697103044,14.271062522918958,0.4033736707004033,35.0,63.0,103.0,2.0,36.59,38.99,50.94,42.99,51.62,50.32,69.22,61.84,13.75,15.52
CA,Inyo,33.33333333333333,18546.0,8049.0,74352.83333333333,68.76415399547072,17.583306373341962,1.2293756065998058,52.84697508896797,12.956971853769003,0.819583737733204,5.0,16.0,15.0,2.0,28.71,34.18,50.94,42.99,51.62,50.32,69.22,61.84,13.75,15.52
CA,Kern,86.75496688741721,839631.0,254610.0,59689.51369863014,62.85475405267314,26.092414405852093,1.1069148232973771,29.489501935969493,10.011183484173406,0.4057734885920124,187.0,284.0,603.0,16.0,44.08,44.87,50.94,42.99,51.62,50.32,69.22,61.84,13.75,15.52
CA,Kings,85.18518518518519,152982.0,41233.0,58198.08,69.08329084467454,22.998130499012955,0.8929155063994456,41.32512321711051,10.323436744192128,0.2830398347518009,28.0,43.0,89.0,2.0,46.55,46.57,50.94,42.99,51.62,50.32,69.22,61.84,13.75,15.52
CA,Lake,33.33333333333333,64665.0,26548.0,54643.53333333333,79.7432923528957,33.706023351117295,1.892832289491997,57.533441583545965,23.465553235908143,1.210855949895616,24.0,31.0,33.0,7.0,37.19,46.01,50.94,42.99,51.62,50.32,69.22,61.84,13.75,15.52
CA,Lassen,22.22222222222222,34895.0,10058.0,64826.444444444445,87.6629889669007,18.59578736208626,1.1720876916463678,74.6382003152314,14.136695801690788,0.5702822753976214,7.0,14.0,15.0,1.0,22.01,28.25,50.94,42.99,51.62,50.32,69.22,61.84,13.75,15.52
