State,County,Urban_Percentage,Total_Population,Housing_Units,Median_Family_Income,Population_Half_Percent,Low_Income_Half_Percent,Vehicle_Half_Percent,Population_1_Percent,Low_Income_1_Percent,Vehicle_1_Percent,"Grocery stores, 2016","Convenience stores, 2016","Fast-food restaurants, 2016","Farmers' markets, 2018",Obese,Obese Low Income,Veggie,Veggie Low Income,Fruit ,Fruit Low Income,Fast Food,Fast Food Low Income,Soda ,Soda Low Income
CA,Los Angeles,98.2433590402742,9818605.0,3241204.0,79980.20417936439,37.64555148109125,11.601159227812913,0.7206115329010587,7.230731860585084,1.5971617149279351,0.0761920863503522,1980.0,1964.0,8264.0,124.0,29.92,33.5,50.94,42.99,51.62,50.32,69.22,61.84,13.75,15.52
CA,Madera,43.47826086956522,150865.0,43317.0,58921.47826086957,77.5905610976701,32.099559208563946,0.974381069167799,55.80949855831372,21.067842110496137,0.6270506744440394,38.0,56.0,78.0,8.0,69.8,69.02,58.78,56.49,56.82,63.96,68.5,67.05,14.68,18.89
CA,Marin,87.27272727272727,252409.0,103210.0,152115.87037037036,50.56753126869486,6.15707046896109,0.7317488679088305,16.714934887424775,2.0589598627624213,0.1505493068789147,70.0,42.0,189.0,15.0,12.64,12.08,76.67,73.9,72.37,44.53,38.1,41.23,5.29,9.27
CA,Mariposa,0.0,18251.0,7693.0,67173.0,94.60303545011232,32.37082899567147,1.2876006794148265,88.22530272313846,30.09150183551586,0.9204975069859184,5.0,6.0,8.0,1.0,28.71,34.18,60.04,52.53,52.58,55.99,54.0,54.74,7.02,16.76
CA,Mendocino,40.0,87841.0,34945.0,62771.1,67.00515704511561,26.03567810020378,1.1065447797725436,51.03767033617559,19.73793558816498,0.7934791270591182,46.0,40.0,54.0,8.0,26.79,30.33,70.9,67.41,58.61,70.04,47.59,49.91,11.15,17.11
CA,Merced,73.46938775510205,255793.0,75642.0,54314.61224489796,64.40793923211346,29.20955616455493,0.9832168980386484,32.78862204986063,14.09069051928708,0.4257348715562974,68.0,77.0,143.0,5.0,38.89,36.94,51.42,44.33,56.1,54.99,75.28,72.8,14.69,21.91
CA,Modoc,25.0,9686.0,4064.0,56221.25,84.31757175304563,36.96056163534999,0.8775552343588684,68.21185215775346,29.289696469130703,0.3613462729712988,4.0,2.0,3.0,1.0,22.01,28.25,66.46,63.75,57.54,70.27,55.68,48.93,16.17,14.58
CA,Mono,33.33333333333333,14202.0,5768.0,77544.66666666667,74.51063230530912,22.48979017039853,0.7604562737642585,58.88607238417124,17.631319532460214,0.598507252499648,6.0,11.0,21.0,2.0,28.71,34.18,60.04,52.53,52.28,55.99,54.0,54.74,7.02,16.76
CA,Monterey,82.79569892473118,415057.0,125946.0,80031.05555555556,52.26366499059165,16.331491819195918,0.539925841510925,25.51649532473853,7.118299414297313,0.1968404339644916,112.0,123.0,264.0,12.0,30.13,68.39,56.11,46.46,53.51,44.79,62.05,64.36,9.03,22.67
CA,Napa,77.5,136484.0,48876.0,102984.34210526316,60.3140294833094,13.617713431611032,0.9385715541748484,25.775182438967203,4.917792561765482,0.3267782304152867,40.0,44.0,82.0,6.0,26.36,34.53,58.28,33.63,58.49,54.68,54.85,57.29,8.93,12.17
CA,Nevada,50.0,98764.0,41527.0,84356.6,86.2328378761492,21.90778016281236,0.8596249645619861,72.80081811186263,18.05921185857195,0.5832084565226197,25.0,36.0,65.0,9.0,14.93,12.84,70.84,61.1,65.98,71.73,46.53,54.53,5.72,13.64
CA,Orange,99.48453608247422,3010232.0,992781.0,102938.4224137931,44.2898753318681,9.494052285671003,0.5530802941434414,8.838122775918933,1.1438653233372045,0.0863720802914858,496.0,657.0,3025.0,23.0,24.23,21.97,60.0,58.54,54.54,57.38,67.1,69.76,7.21,10.92
CA,Placer,82.14285714285714,348432.0,132627.0,101895.21428571428,73.54634476741516,13.953368232538915,0.9559971529595443,41.9998737199798,7.345766175322588,0.4437020709923313,64.0,132.0,334.0,19.0,28.02,37.54,64.09,44.25,59.03,62.45,64.79,72.46,3.77,7.14
CA,Plumas,0.0,20007.0,8977.0,70561.42857142857,73.3293347328435,19.21827360423852,1.3795171689908532,56.05038236617184,12.875493577247962,0.8147148498025691,9.0,16.0,9.0,1.0,22.01,28.25,66.46,63.75,57.54,70.27,55.68,48.93,16.17,14.58
CA,Riverside,89.1832229580574,2189641.0,686260.0,73354.01108647451,69.82213065977481,22.91156404177671,0.8138320391333557,31.704420953023803,9.617923668765794,0.3100051560963646,349.0,456.0,1541.0,22.0,33.22,35.39,58.73,60.23,53.8,58.81,73.56,67.36,9.44,15.23
CA,Sacramento,95.89905362776024,1418788.0,513945.0,78958.13015873016,58.16020434342551,17.662822070668767,1.0737333555118875,18.76051954203165,4.694147399047638,0.2381610219426722,275.0,384.0,1075.0,27.0,29.51,31.85,60.72,56.84,51.67,51.4,62.07,65.57,9.31,14.21
CA,San Benito,72.72727272727273,55269.0,16805.0,89452.45454545454,62.096292677631226,14.36248168050806,0.3908158280410356,36.92666775226619,7.49606470173153,0.2713998805840525,9.0,12.0,28.0,1.0,39.24,43.29,63.45,68.37,55.71,59.68,65.11,69.87,13.24,18.15
CA,San Bernardino,90.21739130434784,2035210.0,611618.0,67125.03825136612,65.51171623567102,24.133676623051183,0.8768628298799633,30.798443403874785,10.905754197355556,0.403447310105591,309.0,481.0,1526.0,22.0,35.86,35.79,52.18,54.17,49.54,57.4,75.58,76.12,15.1,18.07
CA,San Diego,95.37480063795851,3095313.0,1086865.0,90170.68276972623,53.89842642731123,12.595269040643062,0.6546026201550538,19.77312149045993,4.105400649304287,0.1672528755573346,579.0,758.0,2736.0,46.0,23.03,32.83,60.94,59.26,55.51,58.25,60.52,62.73,8.9,14.15
CA,San Francisco,99.48717948717947,805235.0,345811.0,132423.1727748691,9.959080268493048,2.5478276527970096,0.5110309412780121,0.5844256645575515,0.3025203822486603,0.0491781902177625,358.0,112.0,958.0,28.0,15.16,21.62,73.82,72.22,58.64,71.15,41.05,51.28,4.67,9.36
CA,San Joaquin,87.05035971223022,685306.0,215007.0,65661.28057553957,60.68632114704964,20.82908948703207,1.0939638643175458,24.39333669922633,7.338035855515638,0.2727248849419091,160.0,153.0,466.0,15.0,36.26,37.9,55.56,50.69,50.8,48.38,63.18,60.0,11.12,15.79
CA,San Luis Obispo,75.47169811320755,269637.0,102016.0,87754.84615384616,72.60316647937783,18.83198522457971,1.0491883532304542,37.04647359227406,8.556689178413942,0.3849620044726799,69.0,92.0,234.0,21.0,23.23,27.55,65.36,57.5,55.58,43.12,57.99,57.53,6.49,17.15
CA,San Mateo,96.7948717948718,718451.0,257837.0,145145.7435897436,38.61655144192157,4.519306118301735,0.4666984943997572,11.805815567102002,1.169321220236314,0.1295843418688261,182.0,148.0,593.0,23.0,18.36,15.31,64.52,67.02,61.1,70.84,46.56,55.11,5.5,9.49
CA,Santa Barbara,85.39325842696628,423895.0,142104.0,88678.32183908045,54.28844407223487,15.330211491053207,0.6997015770414844,21.045070123497563,5.314995458781066,0.1814128498802769,120.0,99.0,344.0,13.0,64.14,54.88,52.57,46.16,55.12,52.35,62.39,66.96,7.72,10.13
CA,Santa Clara,97.58064516129032,1781642.0,604204.0,135515.83557951482,44.40235468180476,7.1723163239303975,0.6252659063942139,9.435902386674764,1.0925876242252932,0.1008620138052425,348.0,364.0,1544.0,39.0,49.32,56.83,64.65,64.66,58.14,65.48,54.88,54.89,5.36,9.86
CA,Santa Cruz,86.53846153846155,262382.0,94355.0,101837.6346153846,59.3825033729448,15.025802074837452,0.8510492335602291,30.374034804216755,6.890335465085258,0.349109313901106,71.0,65.0,175.0,10.0,56.0,48.36,75.22,73.99,67.19,74.34,40.57,60.7,8.2,16.64
CA,Shasta,56.25,177223.0,70346.0,65307.395833333336,78.1642337619835,27.5415719178662,1.8112773172782315,50.14981125474685,16.493344543315484,0.8509053565282159,35.0,92.0,122.0,14.0,29.08,69.33,69.87,76.42,52.59,66.6,63.52,58.21,10.73,19.69
CA,Sierra,0.0,3240.0,1482.0,76875.0,100.0,29.41358024691358,1.882716049382716,100.0,29.41358024691358,1.882716049382716,1.0,1.0,1.0,0.0,22.01,28.25,66.46,63.75,57.54,70.27,55.68,48.93,16.17,14.58
CA,Siskiyou,21.428571428571427,44900.0,19505.0,50922.357142857145,81.07126948775056,33.20935412026726,2.048997772828508,61.71269487750557,24.47216035634744,1.2583518930957684,19.0,26.0,28.0,7.0,22.01,28.25,66.46,63.75,57.54,70.27,55.68,48.93,16.17,14.58
CA,Solano,93.75,413344.0,141758.0,86521.76595744681,59.26274483239142,12.485726174808391,0.7265135093287916,25.798850352248976,4.492625996748472,0.215317024076798,72.0,113.0,290.0,5.0,27.8,38.36,61.35,46.57,50.53,33.47,69.78,59.4,14.46,22.11
CA,Sonoma,77.77777777777779,483878.0,185825.0,94411.55555555556,56.91889277875828,12.156989985078884,0.8458743732924415,25.85403758798705,5.112445699122506,0.3091688400795241,140.0,144.0,291.0,25.0,26.2,30.64,69.94,59.81,58.34,66.16,52.0,54.06,5.9,10.28
CA,Stanislaus,87.2340425531915,514453.0,165180.0,63055.44680851064,54.709370924068864,19.91882640396693,0.983180193331558,17.2412251459317,5.841933082322389,0.2388945151452124,131.0,162.0,366.0,12.0,34.26,38.8,54.16,49.38,47.77,36.73,69.28,70.67,15.13,19.72
CA,Sutter,76.19047619047619,94737.0,31437.0,65823.0,73.0569893494622,25.96134561997952,1.062942672873323,42.205262991228345,13.759143734760444,0.5024436070384327,21.0,40.0,59.0,2.0,40.19,37.67,59.67,45.56,44.84,37.37,61.28,70.51,13.93,19.36
CA,Tehama,36.36363636363637,63463.0,23767.0,54655.63636363636,84.68241337472227,37.86300679135874,2.150859555961741,64.75899342924224,26.41696736681216,1.25584986527583,10.0,30.0,33.0,4.0,37.75,39.15,51.18,49.98,51.16,47.33,70.45,67.69,21.31,26.97
CA,Trinity,0.0,13786.0,6083.0,49559.0,90.75148701581315,38.18366458726244,2.0890758740751485,76.16422457565646,32.090526621209925,1.610329319599594,9.0,8.0,6.0,2.0,22.01,28.25,51.18,49.98,51.16,47.33,70.45,67.69,21.31,26.97
CA,Tulare,75.64102564102564,442179.0,130352.0,51671.81818181818,61.60876025320062,30.32346628853925,0.9073248616510508,27.75504942568508,14.107635143233848,0.3154830962121674,119.0,157.0,264.0,11.0,40.13,41.99,51.18,49.98,51.16,47.33,70.45,67.69,21.31,26.97
CA,Tuolumne,36.36363636363637,55365.0,22156.0,68232.8,90.51025015804208,25.47457780186038,1.417863271019597,78.473765013998,21.7502031969656,1.07649236882507,16.0,25.0,26.0,4.0,28.71,34.18,60.04,52.53,52.28,55.99,54.0,54.74,7.02,16.76
CA,Ventura,88.4393063583815,823318.0,266920.0,99331.93023255814,52.72616413099192,10.745787168505974,0.6285542159894476,19.308213837180773,3.154674135631676,0.1701651123867084,167.0,197.0,634.0,10.0,26.34,30.98,64.38,62.72,66.32,60.46,65.88,73.77,11.63,17.92
CA,Yolo,90.2439024390244,200849.0,70872.0,96028.34146341465,47.046288505295024,12.403347788637236,0.8264915433982744,16.639365891789353,3.7670090465971953,0.1628088763200215,44.0,56.0,152.0,6.0,22.51,31.91,60.12,46.86,56.44,61.51,53.42,64.59,3.89,10.69
CA,Yuba,57.14285714285714,72155.0,24307.0,55805.92857142857,81.68526089668076,30.33746795093895,1.5937911440648604,59.2931882752408,20.83985863765505,0.8855935139629962,10.0,23.0,29.0,3.0,,,,,,,,,,
